index,sku,style_id,catalog,category,weight,tp,mrp_old,final_mrp_old,ajio_mrp,amazon_mrp,amazon_fba_mrp,flipkart_mrp,limeroad_mrp,myntra_mrp,paytm_mrp,snapdeal_mrp
1180,OS311_2XL,Os311,Mix,Kurta Set,0.4,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,OS311_3XL,Os311,Mix,Kurta Set,0.4,599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,OS311KR_S,Os311KR,Mix,Kurta,0.3,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,OS311KR_M,Os311KR,Mix,Kurta,0.3,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,OS311KR_L,Os311KR,Mix,Kurta,0.3,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,OS311KR_XL,Os311KR,Mix,Kurta,0.3,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,OS311KR_2XL,Os311KR,Mix,Kurta,0.3,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,OS311KR_3XL,Os311KR,Mix,Kurta,0.3,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,OS303_S,Os303,Mix,Kurta,0.3,415,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1189,OS303_M,Os303,Mix,Kurta,0.3,415,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1190,OS303_L,Os303,Mix,Kurta,0.3,415,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1191,OS303_XL,Os303,Mix,Kurta,0.3,415,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1192,OS303_2XL,Os303,Mix,Kurta,0.3,415,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1193,OS303_3XL,Os303,Mix,Kurta,0.3,415,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1194,OS282_S,Os282,Mix,Kurta Set,0.4,640,3197.0,3197.0,3295.0,3295.0,3295.0,3295.0,3197.0,3197.0,3197.0,3197.0
1195,OS282_M,Os282,Mix,Kurta Set,0.4,640,3197.0,3197.0,3295.0,3295.0,3295.0,3295.0,3197.0,3197.0,3197.0,3197.0
1196,OS282_L,Os282,Mix,Kurta Set,0.4,640,3197.0,3197.0,3295.0,3295.0,3295.0,3295.0,3197.0,3197.0,3197.0,3197.0
1197,OS282_XL,Os282,Mix,Kurta Set,0.4,640,3197.0,3197.0,3295.0,3295.0,3295.0,3295.0,3197.0,3197.0,3197.0,3197.0
1198,OS282_2XL,Os282,Mix,Kurta Set,0.4,640,3197.0,3197.0,3295.0,3295.0,3295.0,3295.0,3197.0,3197.0,3197.0,3197.0
1199,OS282_3XL,Os282,Mix,Kurta Set,0.4,640,3197.0,3197.0,3295.0,3295.0,3295.0,3295.0,3197.0,3197.0,3197.0,3197.0
1200,OS282KR_S,Os282KR,Mix,Kurta,0.3,415,2095.0,2095.0,2095.0,2295.0,2295.0,2295.0,2095.0,2295.0,2095.0,2095.0
1201,OS282KR_M,Os282KR,Mix,Kurta,0.3,415,2095.0,2095.0,2095.0,2295.0,2295.0,2295.0,2095.0,2295.0,2095.0,2095.0
1202,OS282KR_L,Os282KR,Mix,Kurta,0.3,415,2095.0,2095.0,2095.0,2295.0,2295.0,2295.0,2095.0,2295.0,2095.0,2095.0
1203,OS282KR_XL,Os282KR,Mix,Kurta,0.3,415,2095.0,2095.0,2095.0,2295.0,2295.0,2295.0,2095.0,2295.0,2095.0,2095.0
1204,OS282KR_2XL,Os282KR,Mix,Kurta,0.3,415,2095.0,2095.0,2095.0,2295.0,2295.0,2295.0,2095.0,2295.0,2095.0,2095.0
1205,OS282KR_3XL,Os282KR,Mix,Kurta,0.3,415,2095.0,2095.0,2095.0,2295.0,2295.0,2295.0,2095.0,2295.0,2095.0,2095.0
1206,OS290_S,Os290,Mix,Kurta Set,0.4,625,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0
1207,OS290_M,Os290,Mix,Kurta Set,0.4,625,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0
1208,OS290_L,Os290,Mix,Kurta Set,0.4,625,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0
1209,OS290_XL,Os290,Mix,Kurta Set,0.4,625,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0
1210,OS290_2XL,Os290,Mix,Kurta Set,0.4,625,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0
1211,OS290_3XL,Os290,Mix,Kurta Set,0.4,625,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0,3195.0
1212,OS290KR_S,Os290KR,Mix,Kurta,0.3,400,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1213,OS290KR_M,Os290KR,Mix,Kurta,0.3,400,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1214,OS290KR_L,Os290KR,Mix,Kurta,0.3,400,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1215,OS290KR_XL,Os290KR,Mix,Kurta,0.3,400,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1216,OS290KR_2XL,Os290KR,Mix,Kurta,0.3,400,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1217,OS290KR_3XL,Os290KR,Mix,Kurta,0.3,400,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0,2097.0
1218,OS289_S,Os289,Mix,Kurta Set,0.4,615,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2895.0,3095.0,3095.0
1219,OS289_M,Os289,Mix,Kurta Set,0.4,615,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2895.0,3095.0,3095.0
1220,OS289_L,Os289,Mix,Kurta Set,0.4,615,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2895.0,3095.0,3095.0
1221,OS289_XL,Os289,Mix,Kurta Set,0.4,615,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2895.0,3095.0,3095.0
1222,OS289_2XL,Os289,Mix,Kurta Set,0.4,615,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2895.0,3095.0,3095.0
1223,OS289_3XL,Os289,Mix,Kurta Set,0.4,615,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,3095.0,2895.0,3095.0,3095.0
1224,OS289KR_S,Os289KR,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1225,OS289KR_M,Os289KR,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1226,OS289KR_L,Os289KR,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1227,OS289KR_XL,Os289KR,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1228,OS289KR_2XL,Os289KR,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1229,OS289KR_3XL,Os289KR,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1230,OS1041_S,Os1041,Mix,Kurta Set,0.4,#VALUE!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,0.0,0.0
1231,OS1041_M,Os1041,Mix,Kurta Set,0.4,#VALUE!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,0.0,0.0
1232,OS1041_L,Os1041,Mix,Kurta Set,0.4,#VALUE!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,0.0,0.0
1233,OS1041_XL,Os1041,Mix,Kurta Set,0.4,#VALUE!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,0.0,0.0
1234,OS1041_2XL,Os1041,Mix,Kurta Set,0.4,#VALUE!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,0.0,0.0
1235,OS1041_3XL,Os1041,Mix,Kurta Set,0.4,#VALUE!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2895.0,0.0,0.0
1236,OS1109_M,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1237,OS1109_L,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1238,OS1109_XL,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1239,OS1109_2XL,Os1109,Mix,Kurta Set,0.4,1195,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0,5997.0
1240,IRIS_1413_2XL,IRIS_1413,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1241,OS1010_XL,OS1010,Nill,Nill,Nill,1044,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0
1242,HASTAG-1194_L,HASTAG-1194,Nill,Nill,Nill,795,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0
1243,PETALS-1232_3XL,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1244,PETALS-1232_L,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1245,PETALS-1232_2XL,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1246,PETALS-1232_XL,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1247,PETALS-1232_M,PETALS-1232,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1248,SILVER3-1293-L,SILVER3-1293,Nill,Nill,Nill,895,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1249,OS1125_L,OS1125,Nill,Nill,Nill,625,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0
1250,GOLD-1352_XL,GOLD-1352,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1251,GOLD-1352_2XL,GOLD-1352,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1252,GOLD-1351_M,GOLD-1351,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1253,GOLD-1351_L,GOLD-1351,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1254,HASTAG-1193_2XL,HASTAG-1193,Nill,Nill,Nill,795,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0,2449.0
1255,3PL REUSABLE COTTON MASK - PACK OF 5,3pl reusable cotton mask - Pack of 5,Nill,Nill,Nill,150,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
1256,3PL COTTOM FACE MASK PACK OF 3,3pl Cottom Face Mask Pack of 3,Nill,Nill,Nill,100,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0
1257,FOUR GEMS-2,FOUR GEMS-2,Nill,Nill,Nill,899,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1258,PLATINUM,PLATINUM,Nill,Nill,Nill,699,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1259,OS198_5045_XS,Os198_5045,Colors-7,Kurta,0.3,381,1538.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0,1595.0
1260,OS192_1124_XS,Os192_1124,Mix,Kurta,0.3,570,2298.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0,2295.0
1261,OS-1029,OS-1029,Nill,Nill,Nill,2095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,SILVER3-1296-2XL,SILVER3-1296,Nill,Nill,Nill,895,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1263,SILVER3-1293-2XL,SILVER3-1293,Nill,Nill,Nill,895,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1264,COPPER-1276,COPPER-1276,Nill,Nill,Nill,995,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0,3499.0
1265,PETALS-1233-XL,PETALS-1233,Nill,Nill,Nill,1395,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0,4049.0
1266,MASK-04A-NEW,MASK-04A-NEW,Nill,Nill,Nill,126,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
1267,MASK-08-NEW,MASK-08-NEW,Nill,Nill,Nill,252,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0
1268,MASK-04B-NEW,MASK-04B-NEW,Nill,Nill,Nill,126,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0
1269,OS4172_XS,Os4172,Nill,Nill,Nill,500,1995.0,1995.0,1995.0,2500.0,2500.0,1995.0,1995.0,1995.0,1995.0,1995.0
1270,OS275_3XL,Os275,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1271,PETALS-1236_L,PETALS-1236,Nill,Nill,Nill,1395,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0,4899.0
1272,MIRROR-1328_L,MIRROR-1328,Nill,Nill,Nill,806,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1273,MIRROR-1326_L,MIRROR-1326,Nill,Nill,Nill,859,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1274,OS308_L,Os308,Mix,Kurta Set,0.4,615,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1275,OS275_M,Os275,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1276,IVORY_1421_3XL,IVORY_1421,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1277,OSKR167_XS,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1278,OSKR167_S,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1279,OSKR167_M,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1280,OSKR167_L,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1281,OSKR167_XL,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1282,OSKR167_2XL,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1283,OSKR167_3XL,OsKR167,Nill,Nill,Nill,395,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0,1695.0
1284,OSKR266_XS,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1285,OSKR266_S,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1286,OSKR266_M,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1287,OSKR266_L,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1288,OSKR266_XL,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1289,OSKR266_2XL,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1290,OSKR266_3XL,OsKR266,Nill,Nill,Nill,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1291,OSKR169_XS,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1292,OSKR169_S,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1293,OSKR169_M,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1294,OSKR169_L,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1295,OSKR169_XL,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1296,OSKR169_2XL,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1297,OSKR169_3XL,OsKR169,Nill,Nill,Nill,435,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0
1298,IVORY_1426_XL,IVORY_1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1299,OS275_L,Os275,Mix,Kurta,0.3,425,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1300,GOLD-1353_L,GOLD-1353,Nill,Nill,Nill,1165,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0,4549.0
1301,BIG CHECKS - 1 BAG_XL,BIG CHECKS - 1 BAG,Nill,Nill,Nill,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5,630.5
1302,TULIP - 1 BAG_L,TULIP - 1 BAG,Nill,Nill,Nill,498,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0,498.0
1303,OS308_3XL,Os308,Mix,Kurta Set,0.4,615,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0,2195.0
1304,RAAG-1365_XL,Raag-1365,Nill,Nill,Nill,1523,1523.0,1523.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0,1365.0
1305,MIRROR - 1 BAG_L,MIRROR - 1 BAG,Nill,Nill,Nill,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95,733.95
1306,OS163_2XLL,Os163,Mix,Kurta,0.3,425,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1307,OS160_MM,Os160,Mix,Kurta,0.3,424,2240.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0
1308,MIRROR-1326_M,MIRROR-1326,Nill,Nill,Nill,859,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0,3149.0
1309,IRIS_1416_3XL,IRIS_1416,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1310,IRIS_1417_XL,IRIS_1417,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1311,IRIS_1418_2XL,IRIS_1418,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1312,IRIS_1418_3XL,IRIS_1418,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1313,IRIS_1418_M,IRIS_1418,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1314,IVORY_1423_2XL,IVORY_1423,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1315,IVORY_1426_2XL,IVORY_1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1316,IVORY-1421_XL,IVORY-1421,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1317,IVORY-1423_2XL,IVORY-1423,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1318,IVORY-1424_3XL,IVORY-1424,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1319,IVORY-1426_L,IVORY-1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1320,IVORY-1426_M,IVORY-1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1321,IVORY-1426_XL,IVORY-1426,Nill,Nill,Nill,818,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0,2494.0
1322,OS160_XS,Os160,Mix,Kurta,0.3,424,2240.0,1695.0,1695.0,1695.0,1695.0,1695.0,1795.0,1695.0,1895.0,1695.0
1323,OS326_XS,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1324,OS326_S,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1325,OS326_M,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1326,OS326_L,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1327,OS326_XL,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1328,OS326_2XL,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
1329,OS326_3XL,Os326,Mix,Kurta,0.3,467,1878.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0,1995.0
